54470.47772 16.546 0.017
54474.43855 16.018 0.017
54475.40800 15.930 0.014
54476.43472 15.841 0.016
54477.36118 15.792 0.016
54478.39062 15.712 0.016
54480.39146 15.644 0.014
54481.50896 15.567 0.015
54482.42596 15.561 0.017
54483.27777 15.578 0.017
54484.36358 15.566 0.016
54494.46605 15.956 0.014
54495.36388 16.004 0.017
54496.33771 16.069 0.014
54497.39757 16.144 0.017
54498.30879 16.225 0.016
54499.35113 16.268 0.016
54502.43944 16.447 0.017
54503.34666 16.508 0.015
54505.41571 16.614 0.016
54507.21603 16.687 0.017
54509.27640 16.776 0.017
54510.16319 16.803 0.016
54520.25644 17.052 0.019
54523.24459 17.138 0.017
54524.27715 17.163 0.018
54531.13424 17.327 0.018
54536.16027 17.452 0.020
54537.15307 17.450 0.019
54539.11959 17.465 0.021
54547.10620 17.598 0.025
54549.22514 17.716 0.036
54553.12764 17.758 0.023
54558.10340 17.871 0.027
54572.16715 18.256 0.034
54575.24338 18.191 0.032
54579.12469 18.303 0.034
54583.14050 18.361 0.029
54585.16881 18.438 0.043
54590.16590 18.500 0.041
54593.15713 18.636 0.037
54594.15625 18.630 0.045
54597.16552 18.667 0.044
54603.14835 18.741 0.081
54615.14566 19.069 0.063
